"id","name","categoryId","alcoholic","glassId","instructions","thumb","ingredients","measures","createdAt","updatedAt"
277,Lassi Khara,2,false,4,Blend (frappe) in blender until frothy. Add torn curry leaves and serve cold.,https://www.thecocktaildb.com/images/media/drink/m1suzm1487603970.jpg,"{""ingredient1"":""Yoghurt"",""ingredient2"":""Water"",""ingredient3"":""Salt"",""ingredient4"":""Asafoetida""}","{""measure1"":""1 cup "",""measure2"":""2 cups cold "",""measure3"":""1 tsp "",""measure4"":""1 pinch ""}",2022-05-01 16:17:18.648,2022-05-01 16:17:18.649
289,Vodka Fizz,2,true,8,"Blend all ingredients, save nutmeg. Pour into large white wine glass and sprinkle nutmeg on top.",https://www.thecocktaildb.com/images/media/drink/xwxyux1441254243.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Half-and-half"",""ingredient3"":""Limeade"",""ingredient4"":""Ice"",""ingredient5"":""Nutmeg""}","{""measure1"":""2 oz "",""measure2"":""2 oz "",""measure3"":""2 oz ""}",2022-05-01 16:17:18.653,2022-05-01 16:17:18.653
298,Arctic Fish,6,true,3,"Fill glass with ice and fish, add vodka, grape soda and orange juice. DO NOT STIR!!!!! Serve well chilled.",https://www.thecocktaildb.com/images/media/drink/ttsvwy1472668781.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Grape soda"",""ingredient3"":""Orange juice"",""ingredient4"":""Ice"",""ingredient5"":""Candy""}","{""measure1"":""1/3 part "",""measure2"":""1/3 part "",""measure3"":""1/3 part "",""measure4"":""lots "",""measure5"":""1 dash ""}",2022-05-01 16:17:18.658,2022-05-01 16:17:18.658
308,Egg Nog - Healthy,6,false,2,"Whip egg substitute and sugar together, combine with the two kinds of milk, vanilla, and rum. Mix well. Chill over night. Sprinkle with nutmeg. Makes 6 servings.",https://www.thecocktaildb.com/images/media/drink/qxuppv1468875308.jpg,"{""ingredient1"":""Egg"",""ingredient2"":""Sugar"",""ingredient3"":""Condensed milk"",""ingredient4"":""Milk"",""ingredient5"":""Vanilla extract"",""ingredient6"":""Rum"",""ingredient7"":""Nutmeg""}","{""measure1"":""1/2 cup "",""measure2"":""3 tblsp "",""measure3"":""13 oz skimmed "",""measure4"":""3/4 cup skimmed "",""measure5"":""1 tsp "",""measure6"":""1 tsp "",""measure7"":""\n"",""measure8"":""\n"",""measure9"":""\n"",""measure10"":""\n"",""measure11"":""\n"",""measure12"":""\n""}",2022-05-01 16:17:18.661,2022-05-01 16:17:18.662
324,Sweet Sangria,6,true,28,"Dissolve the sugar in hot water and cool. Peel the citrus fruits and break into wedges. Mix the wine, sugar syrup, fruit, and Fresca in a pitcher and put in the fridge for a few hours. Serve in tall glasses with a straw.",https://www.thecocktaildb.com/images/media/drink/uqqvsp1468924228.jpg,"{""ingredient1"":""Red wine"",""ingredient2"":""Sugar"",""ingredient3"":""Water"",""ingredient4"":""Apple"",""ingredient5"":""Orange"",""ingredient6"":""Lime"",""ingredient7"":""Lemon"",""ingredient8"":""Fresca""}","{""measure1"":""2 bottles "",""measure2"":""1 cup "",""measure3"":""2 cups hot "",""measure4"":""1 cup"",""measure5"":"" wedges\n"",""measure6"":"" wedges\n""}",2022-05-01 16:17:18.668,2022-05-01 16:17:18.669
333,"151 Florida Bushwacker",9,true,11,Combine all ingredients. Blend until smooth. Garnish with chocolate shavings if desired.,https://www.thecocktaildb.com/images/media/drink/rvwrvv1468877323.jpg,"{""ingredient1"":""Malibu rum"",""ingredient2"":""Light rum"",""ingredient3"":""151 proof rum"",""ingredient4"":""Dark Creme de Cacao"",""ingredient5"":""Cointreau"",""ingredient6"":""Milk"",""ingredient7"":""Coconut liqueur"",""ingredient8"":""Vanilla ice-cream""}","{""measure1"":""1/2 oz "",""measure2"":""1/2 oz "",""measure3"":""1/2 oz Bacardi "",""measure4"":""1 oz "",""measure5"":""1 oz "",""measure6"":""3 oz "",""measure7"":""1 oz "",""measure8"":""1 cup ""}",2022-05-01 16:17:18.671,2022-05-01 16:17:18.672
345,Sweet Bananas,9,false,4,"Place all ingredients in the blender jar - cover and whiz on medium speed until well blended. Pour in one tall, 2 medium or 3 small glasses and drink up.",https://www.thecocktaildb.com/images/media/drink/sxpcj71487603345.jpg,"{""ingredient1"":""Milk"",""ingredient2"":""Banana"",""ingredient3"":""Honey""}","{""measure1"":""2 cups "",""measure2"":""1 "",""measure3"":""1 tblsp ""}",2022-05-01 16:17:18.677,2022-05-01 16:17:18.678
354,ABC,10,true,31,Layered in a shot glass.,https://www.thecocktaildb.com/images/media/drink/tqpvqp1472668328.jpg,"{""ingredient1"":""Amaretto"",""ingredient2"":""Baileys irish cream"",""ingredient3"":""Cognac""}","{""measure1"":""1/3 "",""measure2"":""1/3 "",""measure3"":""1/3 ""}",2022-05-01 16:17:18.680,2022-05-01 16:17:18.681
363,Baby Guinness,10,true,31,"Pour Kahlua, almost filling shot glass. Then, carefully pour Baileys, using wall of shot glass. This will give the ""Guinness"" its ""head"".",https://www.thecocktaildb.com/images/media/drink/rvyvxs1473482359.jpg,"{""ingredient1"":""Kahlua"",""ingredient2"":""Baileys irish cream""}","{""measure1"":""2 1/2 oz "",""measure2"":""1/2 oz ""}",2022-05-01 16:17:18.686,2022-05-01 16:17:18.687
376,Flaming Dr. Pepper,10,true,2,"Add Amaretto, Bacardi, and vodka. Mix in the Dr. Pepper and beer",https://www.thecocktaildb.com/images/media/drink/d30z931503565384.jpg,"{""ingredient1"":""Amaretto"",""ingredient2"":""Vodka"",""ingredient3"":""151 proof rum"",""ingredient4"":""Dr. Pepper"",""ingredient5"":""Beer""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""1 oz Bacardi "",""measure4"":""1 oz "",""measure5"":""1 oz ""}",2022-05-01 16:17:18.697,2022-05-01 16:17:18.697
386,Mother's Milk,10,true,31,"Shake over ice, strain. Serves two.",https://www.thecocktaildb.com/images/media/drink/7stuuh1504885399.jpg,"{""ingredient1"":""Goldschlager"",""ingredient2"":""Butterscotch schnapps"",""ingredient3"":""Milk""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""1 oz ""}",2022-05-01 16:17:18.703,2022-05-01 16:17:18.704
399,Texas Rattlesnake,10,true,4,"Mix all ingredients and Shake well. Sweet at first, with a BITE at the end...",https://www.thecocktaildb.com/images/media/drink/rtohqp1504889750.jpg,"{""ingredient1"":""Yukon Jack"",""ingredient2"":""Cherry brandy"",""ingredient3"":""Southern Comfort"",""ingredient4"":""Sweet and sour""}","{""measure1"":""1 part "",""measure2"":""1/2 part "",""measure3"":""1 part "",""measure4"":""1 splash ""}",2022-05-01 16:17:18.707,2022-05-01 16:17:18.708
411,A.D.M. (After Dinner Mint),3,true,6,shake vigorously,https://www.thecocktaildb.com/images/media/drink/ruxuvp1472669600.jpg,"{""ingredient1"":""White Creme de Menthe"",""ingredient2"":""Southern Comfort"",""ingredient3"":""Vodka"",""ingredient4"":""Hot chocolate""}","{""measure1"":""1/2 oz "",""measure2"":""3/4 oz "",""measure3"":""1/2 oz "",""measure4"":""Fill with ""}",2022-05-01 16:17:18.723,2022-05-01 16:17:18.723
249,Chicago Fizz,8,true,4,"Shake all ingredients (except carbonated water) with ice and strain into a highball glass over two ice cubes. Fill with carbonated water, stir, and serve.",https://www.thecocktaildb.com/images/media/drink/qwvwqr1441207763.jpg,"{""ingredient1"":""Light rum"",""ingredient2"":""Port"",""ingredient3"":""Lemon"",""ingredient4"":""Powdered sugar"",""ingredient5"":""Egg white"",""ingredient6"":""Carbonated water""}","{""measure1"":""1 oz "",""measure2"":""1 oz "",""measure3"":""Juice of 1/2 "",""measure4"":""1 tsp "",""measure5"":""1 ""}",2022-05-01 16:17:18.427,2022-05-01 16:17:18.427
260,Absolut Evergreen,2,true,2,"Mix, pour over ice and top up with Bitter Lemon.",https://www.thecocktaildb.com/images/media/drink/wrxrxp1472812609.jpg,"{""ingredient1"":""Absolut Citron"",""ingredient2"":""Pisang Ambon"",""ingredient3"":""Ice"",""ingredient4"":""Bitter lemon""}","{""measure1"":""2/3 part "",""measure2"":""1/3 part "",""measure3"":""cubes""}",2022-05-01 16:17:18.643,2022-05-01 16:17:18.644
274,Jack's Vanilla Coke,2,true,10,"After pouring in your ingredients, and adding 3-5 ice cubes, according to taste. Stir the drink with a stirrer to get the Vanilla off the bottom.",https://www.thecocktaildb.com/images/media/drink/kjnt7z1504793319.jpg,"{""ingredient1"":""Ice"",""ingredient2"":""Tennessee whiskey"",""ingredient3"":""Vanilla extract"",""ingredient4"":""Coca-Cola""}","{""measure1"":""4-5 "",""measure2"":""2 oz "",""measure3"":""1 tsp "",""measure4"":""10-12 oz ""}",2022-05-01 16:17:18.645,2022-05-01 16:17:18.646
291,Raspberry Cooler,2,true,4,Pour the raspberry vodka and soda into a highball glass almost filled with ice cubes. Stir well.,https://www.thecocktaildb.com/images/media/drink/suqyyx1441254346.jpg,"{""ingredient1"":""Raspberry vodka"",""ingredient2"":""Lemon-lime soda"",""ingredient3"":""Ice""}","{""measure1"":""2 oz "",""measure2"":""4 oz ""}",2022-05-01 16:17:18.651,2022-05-01 16:17:18.652
305,Cranberry Punch,6,false,27,"Combine first four ingredients. Stir until sugar is dissolved, chill. Then add ginger ale just before serving. Add ice ring to keep punch cold.",https://www.thecocktaildb.com/images/media/drink/mzgaqu1504389248.jpg,"{""ingredient1"":""Cranberry juice"",""ingredient2"":""Sugar"",""ingredient3"":""Pineapple juice"",""ingredient4"":""Almond flavoring"",""ingredient5"":""Ginger ale""}","{""measure1"":""4 cups "",""measure2"":""1 1/2 cup "",""measure3"":""4 cups "",""measure4"":""1 tblsp "",""measure5"":""2 qt ""}",2022-05-01 16:17:18.660,2022-05-01 16:17:18.661
319,Rum Punch,6,true,27,Mix all ingredients in a punch bowl and serve.,https://www.thecocktaildb.com/images/media/drink/wyrsxu1441554538.jpg,"{""ingredient1"":""Rum"",""ingredient2"":""Ginger ale"",""ingredient3"":""Fruit punch"",""ingredient4"":""Orange juice"",""ingredient5"":""Ice""}","{""measure1"":""mikey bottle "",""measure2"":""large bottle "",""measure3"":""355 ml frozen "",""measure4"":""355 ml frozen "",""measure5"":""crushed ""}",2022-05-01 16:17:18.665,2022-05-01 16:17:18.665
343,Jamaica Kiss,9,true,14,Fill a tumbler with ice cubes. Add a shot of Tia Maria and a shot of Jamaican light rum. Fill the tumbler with milk. Blend until smooth and serve immediately.,https://www.thecocktaildb.com/images/media/drink/urpvvv1441249549.jpg,"{""ingredient1"":""Coffee liqueur"",""ingredient2"":""Light rum"",""ingredient3"":""Ice"",""ingredient4"":""Milk""}","{""measure1"":""1 shot "",""measure2"":""1 shot Jamaican "",""measure3"":""cubes""}",2022-05-01 16:17:18.676,2022-05-01 16:17:18.677
347,Texas Sling,9,true,13,"Blend with Ice until smooth. Serve in a tulip glass, top with whip cream.",https://www.thecocktaildb.com/images/media/drink/ypl13s1504890158.jpg,"{""ingredient1"":""Kahlua"",""ingredient2"":""Irish cream"",""ingredient3"":""Amaretto"",""ingredient4"":""151 proof rum"",""ingredient5"":""Cream""}","{""measure1"":""1/2 oz "",""measure2"":""1/2 oz "",""measure3"":""1/2 oz "",""measure4"":""1/2 oz Bacardi "",""measure5"":""1 oz ""}",2022-05-01 16:17:18.678,2022-05-01 16:17:18.678
360,Arizona Antifreeze,10,true,31,Pour all ingredients into shot glass and slam !!!!,https://www.thecocktaildb.com/images/media/drink/dbtylp1493067262.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Midori melon liqueur"",""ingredient3"":""Sweet and sour""}","{""measure1"":""1/3 oz "",""measure2"":""1/3 oz "",""measure3"":""1/3 oz ""}",2022-05-01 16:17:18.682,2022-05-01 16:17:18.683
380,Chocolate Milk,10,true,31,"Put the milk in the bottom, pour the Liquer on top and add the dash of amaretto. Do not mix. SLAM IT!",https://www.thecocktaildb.com/images/media/drink/j6q35t1504889399.jpg,"{""ingredient1"":""Chocolate liqueur"",""ingredient2"":""Milk"",""ingredient3"":""Amaretto""}","{""measure1"":""1/2 shot "",""measure2"":""1/2 shot "",""measure3"":""1 dash ""}",2022-05-01 16:17:18.690,2022-05-01 16:17:18.690
392,Shot-gun,10,true,31,Pour one part Jack Daneils and one part Jim Beam into shot glass then float Wild Turkey on top.,https://www.thecocktaildb.com/images/media/drink/2j1m881503563583.jpg,"{""ingredient1"":""Jim Beam"",""ingredient2"":""Jack Daniels"",""ingredient3"":""Wild Turkey""}","{""measure1"":""1 part "",""measure2"":""1 part "",""measure3"":""1 oz ""}",2022-05-01 16:17:18.706,2022-05-01 16:17:18.706
400,Belgian Blue,11,true,4,Just pour all ingredients in the glass and stir...,https://www.thecocktaildb.com/images/media/drink/jylbrq1582580066.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Coconut liqueur"",""ingredient3"":""Blue Curacao"",""ingredient4"":""Sprite""}","{""measure1"":""2 cl "",""measure2"":""1 cl "",""measure3"":""1 cl "",""measure4"":""Fill with ""}",2022-05-01 16:17:18.708,2022-05-01 16:17:18.709
268,Fruit Shake,2,false,4,Blend til smooth.,https://www.thecocktaildb.com/images/media/drink/q0fg2m1484430704.jpg,"{""ingredient1"":""Yoghurt"",""ingredient2"":""Banana"",""ingredient3"":""Orange juice"",""ingredient4"":""Fruit"",""ingredient5"":""Ice""}","{""measure1"":""1 cup fruit "",""measure2"":""1 "",""measure3"":""4 oz frozen "",""measure4"":""1/2 piece textural "",""measure5"":""6 ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.645
281,Limeade,2,false,4,"In a large glass, put the lime juice and sugar, and stir well. Add cold seltzer water to fill. Put the lime peels in the glass. Drink. Repeat until limes or soda run out.",https://www.thecocktaildb.com/images/media/drink/5jdp5r1487603680.jpg,"{""ingredient1"":""Lime"",""ingredient2"":""Sugar"",""ingredient3"":""Soda water"",""ingredient4"":""Lime peel""}","{""measure1"":""Juice of 1 "",""measure2"":""1 tblsp "",""measure3"":"" (seltzer water)\n""}",2022-05-01 16:17:18.650,2022-05-01 16:17:18.651
294,Apple Cider Punch,6,false,2,"If you use the whole all spice and cloves, tie them in cheesecloth. Heat the mixture. Stir occasionally. If you want an alcoholic drink, rum would be nice.",https://www.thecocktaildb.com/images/media/drink/xrqxuv1454513218.jpg,"{""ingredient1"":""Apple cider"",""ingredient2"":""Brown sugar"",""ingredient3"":""Lemonade"",""ingredient4"":""Orange juice"",""ingredient5"":""Cloves"",""ingredient6"":""Allspice"",""ingredient7"":""Nutmeg"",""ingredient8"":""Cinnamon""}","{""measure1"":""4 qt "",""measure2"":""1 cup "",""measure3"":""6 oz frozen "",""measure4"":""6 oz frozen "",""measure5"":""6 whole "",""measure6"":""6 whole "",""measure7"":""1 tsp ground "",""measure8"":""3 sticks ""}",2022-05-01 16:17:18.657,2022-05-01 16:17:18.658
306,Downshift,6,true,14,"Start with the Sprite. Next comes the tequila. After that, add the Minute Maid Fruit Punch, then float the 151. Rocks optional.",https://www.thecocktaildb.com/images/media/drink/y36z8c1503563911.jpg,"{""ingredient1"":""Fruit punch"",""ingredient2"":""Sprite"",""ingredient3"":""Tequila"",""ingredient4"":""151 proof rum""}","{""measure1"":""2 part "",""measure2"":""1 part "",""measure3"":""2 shots "",""measure4"":""Float Bacardi ""}",2022-05-01 16:17:18.660,2022-05-01 16:17:18.661
316,Pink Penocha,6,true,27,mix all ingredients into bowl keep iced stir frequently,https://www.thecocktaildb.com/images/media/drink/6vigjx1503564007.jpg,"{""ingredient1"":""Everclear"",""ingredient2"":""Vodka"",""ingredient3"":""Peach schnapps"",""ingredient4"":""Orange juice"",""ingredient5"":""Cranberry juice""}","{""measure1"":""750 ml "",""measure2"":""1750 ml "",""measure3"":""1750 ml "",""measure4"":""1 gal "",""measure5"":""1 gal ""}",2022-05-01 16:17:18.664,2022-05-01 16:17:18.665
342,Boozy Snickers Milkshake,9,true,21,"Place the snickers bars in a plastic bag and roll over them with a rolling pin until crushed. Add crushed snickers pieces, ice cream, milk, caramel sauce, chocolate sauce, and chocolate liquor to a blender. Blend until shake is thick and frothy. Pour into glasses and top with chocolate liquor and whip cream.",https://www.thecocktaildb.com/images/media/drink/861tzm1504784164.jpg,"{""ingredient1"":""Vanilla Ice-Cream"",""ingredient2"":""Milk"",""ingredient3"":""Godiva liqueur"",""ingredient4"":""Whipped Cream"",""ingredient5"":""caramel sauce"",""ingredient6"":""chocolate sauce"",""ingredient7"":""Mini-snickers bars""}","{""measure1"":""3 cups "",""measure2"":""1 cup "",""measure3"":""1/2 cup "",""measure4"":""for topping"",""measure5"":""4 tablespoons\r\n"",""measure6"":""4 tablespoons\r\n"",""measure7"":""15\r\n""}",2022-05-01 16:17:18.675,2022-05-01 16:17:18.675
359,After Five,10,true,31,"1. Pour Kahlua into shot glass to about 1/2 full. 2. Using a spoon(inverted), slowly pour in the Peppermint Schnapps until glass is about 3/4 full. Done correctly, the Schnapps will flow under the Kahlua for a clear layer. 3. Again using a spoon, but this time right side up, slowly top off the glass with a layer of Bailey's. Be careful to place the spoon right at the top of the Kahlua layer and to raise it as the glass fills up. Done correctly, this will provide a layer of Bailey's floating over the Kahlua. 4. Toss it down all at once for something like a Peppermint Pattie, WITH A BANG!!! NOTE: Best if all ingredients are chilled",https://www.thecocktaildb.com/images/media/drink/sk3lr91493068595.jpg,"{""ingredient1"":""Peppermint schnapps"",""ingredient2"":""Kahlua"",""ingredient3"":""Baileys irish cream""}","{}",2022-05-01 16:17:18.682,2022-05-01 16:17:18.682
369,Bruised Heart,10,true,31,"Pour all ingredients in a mixing tin over ice, stir, and strain into shot glass",https://www.thecocktaildb.com/images/media/drink/7if5kq1503564209.jpg,"{""ingredient1"":""Vodka"",""ingredient2"":""Chambord raspberry liqueur"",""ingredient3"":""Peachtree schnapps"",""ingredient4"":""Cranberry juice""}","{""measure1"":""1/2 oz "",""measure2"":""1/2 oz "",""measure3"":""1/2 oz "",""measure4"":""1/2 oz ""}",2022-05-01 16:17:18.688,2022-05-01 16:17:18.689
382,Kool First Aid,10,true,31,"Add Kool Aid to a double shot glass, and top with rum. Slam and shoot.",https://www.thecocktaildb.com/images/media/drink/hfp6sv1503564824.jpg,"{""ingredient1"":""151 proof rum"",""ingredient2"":""Kool-Aid""}","{""measure1"":""2 oz light "",""measure2"":""1/2 tsp Tropical ""}",2022-05-01 16:17:18.701,2022-05-01 16:17:18.702
395,Tequila Slammer,10,true,14,Mix carefully to avoid releasing the dissolved CO2.,https://www.thecocktaildb.com/images/media/drink/43uhr51551451311.jpg,"{""ingredient1"":""Tequila"",""ingredient2"":""7-up""}","{""measure1"":""1 shot"",""measure2"":""1 part""}",2022-05-01 16:17:18.706,2022-05-01 16:17:18.707
408,Darkwood Sling,11,true,7,"There are many good cherry liqueurs you can use, but I prefere Heering. Add one share of the liqueur. Then you add one share of Soda. For a sour sling use Tonic (most people prefer the drink without Tonic). Afterwards you fill the glass with Orange Juice and ice cubes.",https://www.thecocktaildb.com/images/media/drink/sxxsyq1472719303.jpg,"{""ingredient1"":""Cherry Heering"",""ingredient2"":""Soda water"",""ingredient3"":""Orange juice"",""ingredient4"":""Ice""}","{""measure1"":""1 part "",""measure2"":""1 part "",""measure3"":""1 part "",""measure4"":""cubes""}",2022-05-01 16:17:18.712,2022-05-01 16:17:18.712
269,Apple Pie with A Crust,2,true,2,Just mix the two liquids and sprinkle in the cinnamon. Serve either cold or heated.,https://www.thecocktaildb.com/images/media/drink/qspqxt1472720078.jpg,"{""ingredient1"":""Apple juice"",""ingredient2"":""Malibu rum"",""ingredient3"":""Cinnamon""}","{""measure1"":""3 parts "",""measure2"":""1 part "",""measure3"":""3 dashes ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.645
288,Whitecap Margarita,2,true,26,Place all ingredients in a blender and blend until smooth. This makes one drink.,https://www.thecocktaildb.com/images/media/drink/srpxxp1441209622.jpg,"{""ingredient1"":""Ice"",""ingredient2"":""Tequila"",""ingredient3"":""Cream of coconut"",""ingredient4"":""Lime juice""}","{""measure1"":""1 cup "",""measure2"":""2 oz "",""measure3"":""1/4 cup "",""measure4"":""3 tblsp fresh ""}",2022-05-01 16:17:18.657,2022-05-01 16:17:18.658
296,Arctic Mouthwash,6,true,7,Blend all ingredients in a blender on high until ice is finely crushed. It should be of a slushy consistency. Pour immediately and serve.,https://www.thecocktaildb.com/images/media/drink/wqstwv1478963735.jpg,"{""ingredient1"":""Maui"",""ingredient2"":""Mountain Dew"",""ingredient3"":""Ice""}","{""measure1"":""5 oz blue "",""measure2"":""5 oz "",""measure3"":""cubes""}",2022-05-01 16:17:18.658,2022-05-01 16:17:18.658
312,Halloween Punch,6,true,27,"Tip the cherry juice, orange peel, chilli, cinnamon sticks, cloves and ginger into a large saucepan. Simmer for 5 mins, then turn off the heat. Leave to cool, then chill for at least 4 hrs, or up to 2 days – the longer you leave it the more intense the flavours. If serving to young children, take the chilli out after a few hours.

When you’re ready to serve, pour the juice into a jug. Serve in glass bottles or glasses and pop a straw in each. If you're adding vodka, do so at this stage. Dangle a fangs sweet from each glass.",https://www.thecocktaildb.com/images/media/drink/7hcgyj1571687671.jpg,"{""ingredient1"":""Cherry Juice"",""ingredient2"":""Orange Peel"",""ingredient3"":""Red Chili Flakes"",""ingredient4"":""Cloves"",""ingredient5"":""Ginger"",""ingredient6"":""Vodka""}","{""measure1"":""1 bottle"",""measure2"":""3"",""measure3"":""1"",""measure4"":""10"",""measure5"":""6"",""measure6"":""20 cl""}",2022-05-01 16:17:18.662,2022-05-01 16:17:18.663
321,Smut,6,true,11,Throw it all together and serve real cold.,https://www.thecocktaildb.com/images/media/drink/rx8k8e1504365812.jpg,"{""ingredient1"":""Red wine"",""ingredient2"":""Peach schnapps"",""ingredient3"":""Pepsi Cola"",""ingredient4"":""Orange juice""}","{""measure1"":""1/3 part "",""measure2"":""1 shot "",""measure3"":""1/3 part "",""measure4"":""1/3 part ""}",2022-05-01 16:17:18.666,2022-05-01 16:17:18.667
330,Zimadori Zinger,6,true,2,Pour Zima in a collins glass over ice and then pour the shot of Midori. Don't stir. Garnish with a cherry.,https://www.thecocktaildb.com/images/media/drink/bw8gzx1485619920.jpg,"{""ingredient1"":""Midori melon liqueur"",""ingredient2"":""Zima""}","{""measure1"":""1.5 oz "",""measure2"":""12 oz ""}",2022-05-01 16:17:18.670,2022-05-01 16:17:18.671
337,Black Forest Shake,9,true,2,"In a blender put ice cubes, chocolate syrup, cherry brandy, vodka, and milk. Blend very well.",https://www.thecocktaildb.com/images/media/drink/xxtxsu1472720505.jpg,"{""ingredient1"":""Ice"",""ingredient2"":""Chocolate syrup"",""ingredient3"":""Cherry brandy"",""ingredient4"":""Vodka"",""ingredient5"":""Milk""}","{""measure1"":""cubes""}",2022-05-01 16:17:18.674,2022-05-01 16:17:18.675
353,"3 Wise Men",10,true,2,put them them in a glass... and slam it to tha head.,https://www.thecocktaildb.com/images/media/drink/wxqpyw1468877677.jpg,"{""ingredient1"":""Jack Daniels"",""ingredient2"":""Johnnie Walker"",""ingredient3"":""Jim Beam""}","{""measure1"":""1/3 oz "",""measure2"":""1/3 oz "",""measure3"":""1/3 oz ""}",2022-05-01 16:17:18.679,2022-05-01 16:17:18.680
366,B-52,10,true,31,Layer ingredients into a shot glass. Serve with a stirrer.,https://www.thecocktaildb.com/images/media/drink/5a3vg61504372070.jpg,"{""ingredient1"":""Baileys irish cream"",""ingredient2"":""Grand Marnier"",""ingredient3"":""Kahlua""}","{""measure1"":""1/3 "",""measure2"":""1/3 "",""measure3"":""1/4 ""}",2022-05-01 16:17:18.685,2022-05-01 16:17:18.686
374,Dirty Nipple,10,true,31,This is a layered shot - the Bailey's must be on top,https://www.thecocktaildb.com/images/media/drink/vtyqrt1461866508.jpg,"{""ingredient1"":""Kahlua"",""ingredient2"":""Sambuca"",""ingredient3"":""Baileys irish cream""}","{}",2022-05-01 16:17:18.690,2022-05-01 16:17:18.691
385,Royal Bitch,10,true,31,Into a shot glass layer the Crown Royal on top of the Frangelico.,https://www.thecocktaildb.com/images/media/drink/qupuyr1441210090.jpg,"{""ingredient1"":""Frangelico"",""ingredient2"":""Crown Royal""}","{""measure1"":""1 part "",""measure2"":""1 part ""}",2022-05-01 16:17:18.705,2022-05-01 16:17:18.705
398,Zipperhead,10,true,24,"Fill glass with rocks, add straw before putting in liquor. Then add the ingredients in order, trying to keep layered as much as possible (i.e. Chambord on bottom, then Vodka, Then soda on top).",https://www.thecocktaildb.com/images/media/drink/r2qzhu1485620235.jpg,"{""ingredient1"":""Chambord raspberry liqueur"",""ingredient2"":""Vodka"",""ingredient3"":""Soda water""}","{""measure1"":""1 shot "",""measure2"":""1 shot "",""measure3"":""Fill with ""}",2022-05-01 16:17:18.708,2022-05-01 16:17:18.708
412,Empellón Cocina's Fat-Washed Mezcal,3,true,5,"To ensure that your pork fat is just as delicious as theirs, here’s their adobo marinade and what to do with it (you’ll also need a rack of ribs):

4 ancho chiles, 8 guajillo chiles and 4 chipotle chiles, plus 4 cloves roasted garlic, half a cup of cider vinegar, a quarter teaspoon of Mexican oregano, 1 teaspoon of ground black pepper, a whole clove, a quarter teaspoon of ground cinnamon and a half teaspoon of ground cumin.

Toast the dried chiles and soak in water for at least an hour until they are rehydrated. Drain and discard the soaking liquid. Combine the soaked chiles with the remaining ingredients and purée until smooth.

Cold smoke a rack of baby back pork ribs by taking a large hotel pan with woodchips on one side and charcoal on the other. Place another, smaller, pan with pork ribs, above the charcoal/woodchip pan. Ignite the charcoal, being careful to not ignite the woodchips. Cover both pans with foil and allow to smoke for 10-15 minutes, until desired level of smoke is achieved, then coat with adobo marinade and wrap in tin foil prior to placing ribs in a 300 degree oven for 7 hours. When the ribs have cooled, strain off the fat and use for the infusion.

If you’re having a hard time coming up to the same kind of volume of fat, make up the balance with pork lard from a butcher. To get the same depth of flavor without the ribs, heat up the fat in a pot with a few spoons of the marinade.

Once you’ve got your tub of seasoned pork fat in cooled liquid form, pour equal amounts of Ilegal Joven mezcal and fat into a sealable container. Seal the container and give it a really good shake, then put it in the freezer overnight. When the whole thing is separated and congealed, pour it through a fine mesh chinoise. If you don’t have a chinoise, try a fine mesh strainer, or if you don’t have one of those, try spooning off most of the fat. There will be some beads of orange fat left in the strained mezcal: run that through a few layers of cheesecloth (or coffee filters in a pinch) to get rid of the last of it.

The mezcal is now ready for drinking, straight-up or in a cocktail. 

Habanero tincture

Slice habaneros and add 2 ounces Ilegal Joven mezcal.
Allow to sit overnight or until desired level of heat is achieved.
Cocktail

Combine mezcal and chocolate liqueur in a mixing glass with ice and stir for 45 seconds.
Strain into chilled coupe.
Carefully ""sink"" the coffee liqueur down the inside of the coupe over a spoon.
Garnish with 5 drops habanero tincture.",https://www.thecocktaildb.com/images/media/drink/osgvxt1513595509.jpg,"{""ingredient1"":""Mezcal"",""ingredient2"":""Chocolate liqueur"",""ingredient3"":""Coffee liqueur""}","{""measure1"":""2 oz"",""measure2"":""3/4 oz"",""measure3"":""1/2 oz""}",2022-05-01 16:17:18.735,2022-05-01 16:17:18.735
270,Bible Belt,2,true,4,"Mix all ingredients, and pour over ice.",https://www.thecocktaildb.com/images/media/drink/6bec6v1503563675.jpg,"{""ingredient1"":""Southern Comfort"",""ingredient2"":""Triple sec"",""ingredient3"":""Lime"",""ingredient4"":""Sour mix""}","{""measure1"":""2 oz "",""measure2"":""1/2 oz "",""measure3"":""2 wedges "",""measure4"":""2 oz ""}",2022-05-01 16:17:18.644,2022-05-01 16:17:18.645
